Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Segment,Segment_Name,PCA1,PCA2
29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,34,2660,0,0,1,0,0,0,0,0,0,1,149,138,0,2,High Potential,-1.5814860192131608,-1.1065698494293283
24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37,2598,0,0,1,0,0,0,0,1,0,0,19,15,0,2,High Potential,-1.8661192646968856,-0.7705282595999166
33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,31,2450,0,0,1,0,0,0,0,0,0,1,65,59,0,2,High Potential,-1.612584685852391,-1.3418975654576708
66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,64,2611,0,1,0,0,0,0,0,0,0,1,1138,1115,0,1,Regular Customers,1.4489046984168839,0.7349876735295157
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,49,2694,0,1,0,0,0,0,0,0,1,0,41,23,1,2,High Potential,-1.2071205497336597,0.14226577734448181
22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,37,2523,0,0,0,1,0,0,0,1,0,0,25,17,0,2,High Potential,-1.9278284540752448,-0.7608859989715588
62204.0,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,60,2814,1,0,0,0,0,0,0,1,0,0,807,668,0,1,Regular Customers,0.8347699727907961,0.5683740351894039
75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,52,2729,1,0,0,0,0,0,0,1,0,0,1412,1382,3,3,Budget Customers,1.8200068380097043,-0.4219446108157638
30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,48,2753,0,1,0,0,0,0,0,1,0,0,41,20,0,2,High Potential,-1.379174848806883,0.08650924553995169
83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,55,2642,0,0,0,1,0,0,0,1,0,0,1552,1430,1,1,Regular Customers,2.293916674558775,-0.2766062207669379
68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,32,2847,0,0,1,0,0,0,0,1,0,0,1500,1462,0,3,Budget Customers,1.2506484087786733,-2.062897437945144
41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,34,2363,1,0,0,0,0,0,0,1,0,0,121,103,0,2,High Potential,-1.2338447135027955,-1.1621080261855905
55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,51,2742,0,1,0,0,0,0,0,0,0,1,1148,1114,2,3,Budget Customers,0.8050591003305931,-0.273355694037107
59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,70,2540,0,0,0,1,0,0,0,0,0,1,493,479,0,0,Premium Customers,0.587851295251805,1.539459510811706
27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,47,2477,0,0,0,1,0,0,1,0,0,0,15,12,1,2,High Potential,-1.547825116739477,0.0356105853839792
82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,68,2390,1,0,0,0,0,0,0,1,0,0,767,594,0,1,Regular Customers,1.643871431859565,1.1230551847409567
44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,55,2530,0,1,0,0,0,0,0,1,0,0,39,36,0,0,Premium Customers,-0.7738838723873505,0.5830652753623379
84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,50,2172,1,0,0,0,0,0,0,1,0,0,972,754,0,3,Budget Customers,1.5641924616945657,-0.4566690703300139
30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,49,2710,0,0,0,0,1,0,0,1,0,0,37,30,0,2,High Potential,-1.3720746208917067,0.17224790340904167
33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,44,2336,0,1,0,0,0,0,0,0,1,0,12,8,1,2,High Potential,-1.4172870025990718,-0.2452809968829629
71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,63,2353,0,1,0,0,0,0,0,1,0,0,827,819,0,1,Regular Customers,1.2210395781052248,0.7543922954622038
71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,34,2694,0,1,0,0,0,0,0,1,0,0,1350,1257,2,3,Budget Customers,1.2281927908638366,-1.8551281906797938
69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,54,2403,0,0,1,0,0,0,0,0,0,1,1029,1029,0,1,Regular Customers,1.2160499495238095,-0.06251887455912332
72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,46,2769,0,1,0,0,0,0,0,1,0,0,1166,1144,0,3,Budget Customers,1.2797860015915827,-0.7917704237334484
60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,44,2713,0,0,1,0,0,0,0,0,0,1,1265,1253,0,3,Budget Customers,0.9488326289718919,-0.9263947793595008
38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,42,2371,0,0,1,0,0,0,0,1,0,0,39,29,0,2,High Potential,-1.2472463088047734,-0.45329743578481724
50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,65,2573,0,1,0,0,0,0,0,1,0,0,89,79,1,0,Premium Customers,-0.28148669287171396,1.3471070856068739
68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,51,2723,0,1,0,0,0,0,0,0,0,1,1622,1574,0,3,Budget Customers,1.8036654207626863,-0.549304758176815
65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,77,2472,0,1,0,0,0,0,0,0,1,0,892,884,0,1,Regular Customers,1.40262202654829,1.9148084476861493
46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,72,2423,0,0,0,1,0,0,0,0,0,1,387,349,0,0,Premium Customers,0.08663032362390832,1.822572921728319
78618.0,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,63,2798,0,1,0,0,0,0,0,1,0,0,2092,2031,1,1,Regular Customers,2.957232245222849,0.1820473057692659
62187.0,0,1,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,51,2258,0,0,0,0,1,0,0,0,0,1,595,554,0,0,Premium Customers,0.3880549921807217,-0.08356985859211637
28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,42,2284,0,1,0,0,0,0,0,1,0,0,51,45,0,2,High Potential,-1.5733014667108247,-0.398213314918564
37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,42,2742,0,1,0,0,0,0,0,0,0,1,20,15,0,2,High Potential,-1.300442116639581,-0.4399099378417259
51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,53,2707,0,1,0,0,0,0,0,1,0,0,429,364,0,0,Premium Customers,-0.12019003026421782,0.21338277027849079
54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,51,2836,0,0,1,0,0,0,0,1,0,0,551,409,0,0,Premium Customers,0.09015161791183947,-0.02170087856963284
79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,60,2567,0,1,0,0,0,0,0,1,0,0,1319,1290,0,1,Regular Customers,2.013926901294696,0.252548393868201
31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,44,2629,1,0,0,0,0,0,0,1,0,0,42,33,0,2,High Potential,-1.434265400226138,-0.2485805871072757
72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,58,2748,0,0,0,1,0,0,0,1,0,0,1699,1466,0,1,Regular Customers,2.1662381056659457,-0.026455720300115233
52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,45,2734,0,0,1,0,0,0,0,0,0,1,952,914,0,3,Budget Customers,0.35678253822211337,-0.6699237656099245
35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,36,2227,0,1,0,0,0,1,0,0,0,0,27,24,0,2,High Potential,-1.4914237273931115,-0.9245582086250299
48178.0,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,45,2768,0,1,0,0,0,0,0,1,0,0,216,178,0,2,High Potential,-0.6556818754829506,-0.336513887691227
29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,50,2463,0,0,1,0,0,0,0,0,1,0,18,7,1,2,High Potential,-1.399966905535505,0.26731821880444584
63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,54,2754,0,0,1,0,0,0,0,1,0,0,1270,1169,1,1,Regular Customers,1.3007733284023615,-0.12808997382999146
38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,48,2531,0,0,1,0,0,0,0,0,0,1,70,67,0,2,High Potential,-1.0815853215851594,0.027845284308564575
46098.0,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,45,2839,0,0,1,0,0,0,0,0,1,0,84,48,0,2,High Potential,-0.8800937539115476,-0.2691510752134823
22585.0,0,0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,50,2627,0,0,1,0,0,0,0,1,0,0,42,3,1,2,High Potential,-1.6039555042194387,0.29831732788061227
30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2705,0,0,1,0,0,0,0,1,0,0,36,35,0,2,High Potential,-1.7705925843890546,-1.3078933251355358
66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,59,2429,0,0,0,1,0,0,0,0,0,1,1220,1063,0,1,Regular Customers,1.4387824589108935,0.28879249385916156
30822.0,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2539,0,0,1,0,0,0,0,1,0,0,39,27,0,2,High Potential,-1.3109154249969985,0.33332935965818083
33581.0,2,0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,51,2696,0,1,0,0,0,0,0,0,0,1,16,15,0,2,High Potential,-1.2459340070082858,0.326678512992048
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,35,2386,0,1,0,0,0,0,0,1,0,0,16,10,0,2,High Potential,-2.0496950660623705,-0.9097725477936003
27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,66,2723,0,0,0,0,1,0,0,1,0,0,269,214,0,0,Premium Customers,-0.8256153321802976,1.4915959466606419
35688.0,2,1,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,47,2835,0,1,0,0,0,1,0,0,0,0,179,147,0,2,High Potential,-1.0718168770690712,-0.08292054456309984
36143.0,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,39,2250,0,0,1,0,0,0,0,0,1,0,13,7,0,2,High Potential,-1.4268565718755883,-0.6745661283994291
10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,49,2569,0,0,1,0,0,0,0,1,0,0,28,15,0,2,High Potential,-2.05377873411683,0.29457350422781287
43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,52,2415,0,0,0,1,0,0,0,0,1,0,385,278,1,0,Premium Customers,-0.4499992121196281,0.1947353506078664
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,0,0,0,1,0,0,0,1,0,0,846,687,0,1,Regular Customers,0.9198284564105744,0.5451579670050009
38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,71,2827,0,0,0,1,0,0,0,1,0,0,91,68,0,0,Premium Customers,-0.544994092594618,1.9101596481327676
83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,52,2576,1,0,0,0,0,0,0,0,0,1,1087,1001,0,3,Budget Customers,1.704035712033746,-0.3332154069903072
90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,41,2336,0,0,0,1,0,0,0,1,0,0,1681,1624,1,3,Budget Customers,2.382131927024861,-1.525421675063851
62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,41,2361,0,0,0,1,0,0,0,0,1,0,218,214,0,2,High Potential,-0.26341005661157496,-0.7508486715426583
74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,27,2215,0,0,1,0,0,0,0,1,0,0,1046,965,0,3,Budget Customers,0.7958413871714493,-2.3179859850229447
51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,74,2596,0,1,0,0,0,0,0,0,0,1,185,161,0,0,Premium Customers,0.037571207564521925,2.0459606930722165
70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,52,2283,0,1,0,0,0,0,0,0,1,0,709,631,0,3,Budget Customers,0.8303005232273509,-0.09948443723263899
68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,29,2425,0,0,0,1,0,0,0,0,0,1,1553,1508,0,3,Budget Customers,1.2480984312379815,-2.332034906195499
43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,49,2811,0,1,0,0,0,0,0,1,0,0,154,122,0,2,High Potential,-0.7860847079720572,0.04415509992112399
15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,36,2826,0,0,0,1,0,0,0,1,0,0,28,9,0,2,High Potential,-2.168450396581748,-0.8051586808373606
23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,33,2711,0,0,1,0,0,0,0,1,0,0,22,17,0,2,High Potential,-1.9712119517663913,-1.0972042171111347
14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,40,2756,0,0,0,1,0,1,0,0,0,0,61,26,0,2,High Potential,-2.0697536168738044,-0.4849117382855135
31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,64,2622,1,0,0,0,0,1,0,0,0,0,57,50,0,0,Premium Customers,-0.9859345092204026,1.3921269720305915
75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,55,2799,0,0,0,1,0,0,0,1,0,0,1019,998,0,1,Regular Customers,1.410169390849465,-0.008560850748149712
42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,46,2477,0,0,1,0,0,0,0,1,0,0,144,125,0,2,High Potential,-0.9119217111003551,-0.1899731940550101
30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,60,2634,0,0,0,1,0,0,0,1,0,0,233,123,0,0,Premium Customers,-0.8964147433730167,0.9947440016278494
55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,65,2409,0,0,1,0,0,0,0,0,0,1,442,438,1,0,Premium Customers,0.29268861722470496,1.171548290928053
48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,55,2179,0,1,0,0,0,0,0,1,0,0,39,37,0,0,Premium Customers,-0.6503077816308214,0.5612332338693402
27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,48,2827,0,0,1,0,0,0,0,0,0,1,67,64,0,2,High Potential,-1.4640737439002796,0.09604897491915625
65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,49,2189,1,0,0,0,0,0,0,0,0,1,262,252,0,0,Premium Customers,0.0738317406677921,-0.13044223689476317
30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,46,2547,0,0,0,1,0,0,0,0,0,1,44,42,0,2,High Potential,-1.4302593126845575,-0.07740195894259477
50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,57,2779,0,1,0,0,0,0,0,1,0,0,486,482,0,0,Premium Customers,-0.00037062724956391825,0.5248586891166427
23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,38,2748,0,0,1,0,0,1,0,0,0,0,47,15,0,2,High Potential,-1.826531820807346,-0.6972481661913945
53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,44,2756,0,1,0,0,0,0,0,1,0,0,889,863,0,3,Budget Customers,0.30235790425635245,-0.7332335893536474
66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,65,2615,0,1,0,0,0,0,0,0,0,1,1471,1457,1,1,Regular Customers,1.8663355583566303,0.6774733250668402
46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,33,2835,0,0,1,0,0,0,0,1,0,0,363,357,0,2,High Potential,-0.7876834624289314,-1.377897058323912
75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,58,2681,0,0,0,1,0,0,0,1,0,0,948,823,0,1,Regular Customers,1.3856735243601523,0.2691342608788541
75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,77,2249,0,1,0,0,0,0,0,0,0,1,1230,1218,0,1,Regular Customers,2.159513484784433,1.7101189794737988
19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,45,2380,0,0,0,1,0,1,0,0,0,0,50,22,1,2,High Potential,-1.7973022492618407,-0.0999699079796652
80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,26,2294,0,0,0,1,0,0,0,1,0,0,1352,1326,4,3,Budget Customers,1.3281510630786584,-2.5624329303101554
91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,39,2651,0,0,1,0,0,0,0,1,0,0,1360,1246,2,3,Budget Customers,1.9867715927830805,-1.560479318567721
49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,49,2640,0,1,0,0,0,0,0,0,1,0,723,695,0,0,Premium Customers,0.0717265741546091,-0.22686715976969124
37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,2213,0,1,0,0,0,0,0,0,0,1,45,42,0,2,High Potential,-1.1721009723159106,-0.037067297517892735
30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2197,0,1,0,0,0,0,0,1,0,0,36,27,0,2,High Potential,-1.645280617437128,-0.8131130763884872
18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,38,2183,0,0,0,1,0,0,0,0,1,0,9,8,0,2,High Potential,-2.042027853356444,-0.6511978222844109
82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,3,11,1,46,2549,0,1,0,0,0,0,0,0,1,0,1367,1299,2,3,Budget Customers,1.8655127588118443,-0.9374543379252036
93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,3,11,0,79,2601,0,1,0,0,0,0,0,0,0,1,2098,2077,1,1,Regular Customers,3.7951839629870197,1.4111981146808807
48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,67,2366,0,1,0,0,0,0,0,1,0,0,19,18,0,0,Premium Customers,-0.38829822623422217,1.5529816761820783
92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,3,11,0,34,2225,0,1,0,0,0,0,0,1,0,0,1762,1729,3,3,Budget Customers,2.4109927234777344,-2.1506002918511786
75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,3,11,0,31,2244,0,1,0,0,0,0,0,1,0,0,1131,1074,2,3,Budget Customers,1.0213096565599948,-2.0310541268963695
10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,3,11,0,31,2215,0,0,0,1,0,1,0,0,0,0,31,19,0,2,High Potential,-2.439195167553064,-1.1887222419196106
61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,52,2589,0,1,0,0,0,0,0,1,0,0,836,664,0,3,Budget Customers,0.66393928103468,-0.09675996836160812
84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,59,2575,0,0,1,0,0,0,0,0,0,1,1672,1656,4,1,Regular Customers,2.584572888757044,-0.00854004046879538
42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,31,2767,0,1,0,0,0,0,0,1,0,0,493,302,0,2,High Potential,-0.8300352525352902,-1.5700174285494943
67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,53,2681,0,0,0,1,0,1,0,0,0,0,987,892,0,3,Budget Customers,1.063117132155068,-0.1128347748191449
75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,56,2375,0,1,0,0,0,0,0,1,0,0,954,840,0,1,Regular Customers,1.3543853243629602,0.10109575955779809
30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,50,2306,0,0,1,0,0,0,0,1,0,0,52,47,0,2,High Potential,-1.3444565584124721,0.25037224214322634
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,2532,0,0,0,1,0,0,0,0,1,0,40,34,0,0,Premium Customers,-0.35407812333769845,1.2840671679182076
67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,54,2349,1,0,0,0,0,0,0,1,0,0,719,705,0,1,Regular Customers,0.7689780008623752,0.08155594738805509
51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,71,2454,0,0,0,0,1,0,0,0,1,0,445,423,0,0,Premium Customers,0.29451393872608167,1.687514864610853
32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,49,2470,0,1,0,0,0,0,0,0,0,1,117,112,0,2,High Potential,-1.223449924867206,0.12919283821604177
7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,34,2666,0,1,0,0,0,1,0,0,0,0,27,18,0,2,High Potential,-2.4750202555257195,-0.923093697557158
28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2519,0,1,0,0,0,0,0,1,0,0,30,26,0,2,High Potential,-1.8305921730088959,-1.2960334402027922
56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,72,2350,0,1,0,0,0,0,0,0,0,1,152,148,0,0,Premium Customers,0.1287629990874969,1.8644726835047976
18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,74,2486,0,1,0,0,0,0,0,1,0,0,13,12,0,0,Premium Customers,-1.2619159502930364,2.3116546391471613
30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,31,2705,0,0,1,0,0,0,0,1,0,0,36,35,0,2,High Potential,-1.7705925843890546,-1.3078933251355358
20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0,2,High Potential,-1.7969196605176976,-0.00800513787150892
23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,61,2510,1,0,0,0,0,0,0,1,0,0,15,10,0,0,Premium Customers,-1.3710705387186146,1.2105278162428643
42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,48,2422,1,0,0,0,0,0,0,0,1,0,182,172,0,2,High Potential,-0.8153106098582394,-0.04271395623899042
81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,56,2341,0,0,1,0,0,0,0,1,0,0,1342,1305,2,1,Regular Customers,2.0105543940940596,-0.09629777633652259
24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,2544,0,1,0,0,0,0,0,1,0,0,43,38,0,2,High Potential,-1.6861116233174982,-0.20429718481264847
55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,67,2348,0,1,0,0,0,0,0,0,0,1,393,358,0,0,Premium Customers,0.285137328488621,1.355477291199865
57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,65,2582,0,0,1,0,0,0,0,1,0,0,835,802,0,1,Regular Customers,0.8356230871817841,0.993109920303052
56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,51,2657,0,1,0,0,0,0,0,1,0,0,964,927,0,3,Budget Customers,0.64174073365752,-0.20586768428237676
36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,49,2414,0,0,1,0,0,0,0,0,1,0,56,53,0,2,High Potential,-1.1544219108412481,0.12980599946393606
70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,40,2369,0,1,0,0,0,1,0,0,0,0,408,385,0,3,Budget Customers,0.21563494561877813,-0.9615287214328458
65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,44,2819,0,1,0,0,0,0,0,1,0,0,962,953,0,3,Budget Customers,0.7926810836082393,-0.8351863204432128
